TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF OCT 27, 2014 (B)",AT&T U-Verse : ISP/Phone,2.2,0,0,0,2.2,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,2.6,0,0,0,2.6,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,321.4,0,0,0,321.4,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",AT&T U-Verse Cable : Cable Service,756.9,0,0,0,756.9,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",Korn Personal Appearance & Slipknot Personal Appearance/AT&T : Sponsored Event,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T : Business & Consumer Wireless Services,2661.2,1758,897.2,0,6,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T : Consumer Wireless Service,10800.7,6027.7,2928.3,16,111.9,211.6,0,789.6,24.2,0,691.4,0
"WEEK OF NOV 03, 2014 (B)",AT&T : ISP,32.9,0,0,0,32.9,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,14.7,0,0,0,14.7,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T : Residential,73.5,0,0,0,0,0,0,0,0,0,73.5,0
"WEEK OF NOV 03, 2014 (B)",AT&T : Vignette,2.5,0,0,0,2.5,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T Aspire : Online Software Services,31.7,0,0,0,0,0,0,0,31.7,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T Communications : Corporate Promotion,93.6,0,0,0,0,0,0,0,93.6,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T Inc : Corporate Promotion,115.7,0,74,0,2,0,0,0,39.8,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T Inc : Recruitment,3.6,0,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF NOV 03, 2014 (B)",AT&T Performing Arts Center : Live Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse : Bundled Products,751,0,0,0,751,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse : ISP,1131.4,0,0,0,1131.4,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse : ISP/Phone,1.9,0,0,0,1.9,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,207.5,0,0,0,207.5,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,141.2,0,0,0,141.2,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse : Vignette,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse Cable : Cable Service,1209.6,0,0,0,1209.6,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,0.8,0,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",AT&T Wireless Store : Wireless Store,48.5,0,0,0,0,0,0,0,48.5,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T & Subway : Combo Vignette,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T : Business & Consumer Wireless Services,2107.6,1623.7,481.8,0,2.1,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T : Consumer Wireless Service,11046.2,5078.9,3109.2,6.4,92.9,1588.7,0,386.8,92,0,691.4,0
"WEEK OF NOV 10, 2014 (B)",AT&T : ISP,30.7,0,0,0,30.7,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,10.9,0,0,0,10.9,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T : Residential,73.5,0,0,0,0,0,0,0,0,0,73.5,0
"WEEK OF NOV 10, 2014 (B)",AT&T Aspire : Online Software Services,141.1,0,0,0,0,0,0,13.2,127.9,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Communications : Corporate Promotion,114.5,0,0,0,0,0,0,0,114.5,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Inc : Corporate Promotion,239.8,0,27.1,0,212.7,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Inc : Recruitment,3.6,0,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF NOV 10, 2014 (B)",AT&T Lifeline Program : Consumer Wireless Service,5.8,0,0,0,0,0,0,0,5.8,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Lifeline Program : Residential,25.5,0,0,0,0,0,0,0,25.5,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Mobility Llc : Legal Messages,7.4,0,0,0,0,0,0,0,7.4,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Next Plan : Consumer Wireless Service,402.9,0,0,0,0,0,0,402.9,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T Performing Arts Center : Live Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,6.9,0,0,0,0,0,0,0,6.9,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse : Bundled Products,734,0,0,0,734,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse : ISP,1045.7,0,0,0,1045.7,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse : ISP/Phone,1.3,0,0,0,1.3,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,230.1,0,0,0,230.1,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,142.6,0,0,0,142.6,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse Cable : Cable Service,985.3,0,0,0,985.3,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,10.3,0,0,0,10.3,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T : Business & Consumer Wireless Services,105.7,57.7,47.1,0,0.9,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T : Consumer Wireless Service,12802.3,7090.6,4059.5,22.8,77.3,231.3,0,629.4,0,0,691.4,0
"WEEK OF NOV 17, 2014 (B)",AT&T : ISP,32,0,0,0,32,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,10.9,0,0,0,10.9,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T : Residential,73.5,0,0,0,0,0,0,0,0,0,73.5,0
"WEEK OF NOV 17, 2014 (B)",AT&T : Vignette,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T Aspire : Online Software Services,83.5,0,0,0,0,0,0,13.2,70.3,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T Inc : Corporate Promotion,403.8,0,44.3,0,255,0,0,0,104.4,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T Inc : Recruitment,3.6,0,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF NOV 17, 2014 (B)",AT&T Next Plan : Consumer Wireless Service,160.3,0,0,0,0,0,0,160.3,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T Performing Arts Center : Live Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,47.2,0,0,0,0,0,0,0,47.2,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse : Bundled Products,655.1,0,0,0,655.1,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse : ISP,914,0,0,0,914,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse : ISP/Phone,1.8,0,0,0,1.8,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,170.1,0,0,0,170.1,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,110.3,0,0,0,110.3,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse Cable : Cable Service,845.9,0,0,0,845.9,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,43.4,0,0,0,43.4,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",AT&T Wireless Store : Wireless Store,8.1,0,0,0,0,0,0,0,8.1,0,0,0
"WEEK OF NOV 17, 2014 (B)",MLS Cup Playoffs/AT&T : Sponsored Event,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",Patti Lupone Personal Appearance/AT&T & Wells Fargo : Sponsored Event,2.6,0,0,0,2.6,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",University Of AR Razorbacks Football Team/AT&T : Sponsored Event,3.7,0,0,0,0,0,0,0,3.7,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T : Bundled Products,1.4,0,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T : Business & Consumer Wireless Services,0.7,0,0,0,0.7,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T : Consumer Internet Phone Service,3.3,0,0,0,0,0,0,0,3.3,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T : Consumer Wireless Service,20058.7,10803.3,3837.2,165.8,95.1,1214.1,0,629.4,2622.4,0,691.4,0
"WEEK OF NOV 24, 2014 (B)",AT&T : ISP,29.2,0,0,0,29.2,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,10.2,0,0,0,10.2,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T : Residential,73.5,0,0,0,0,0,0,0,0,0,73.5,0
"WEEK OF NOV 24, 2014 (B)",AT&T Inc : Corporate Promotion,354.4,0,66.1,0,288.3,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T Inc : Recruitment,4.3,0,0,0,0,0,0,0,0.7,0,3.6,0
"WEEK OF NOV 24, 2014 (B)",AT&T Next Plan : Consumer Wireless Service,2264.8,0,0,0,0,0,0,293.6,1971.2,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T Performing Arts Center : Live Event,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T Phone Centers,28,0,0,0,0,0,0,0,28,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T Playoff Play List Live : Sponsored Event,27.3,0,0,0,0,0,0,0,27.3,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,28.3,0,0,0,0,0,0,0,28.3,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T U-Verse : Bundled Products,615.1,0,0,0,615.1,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T U-Verse : ISP,909.4,0,0,0,909.4,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,165.4,0,0,0,165.4,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,111,0,0,0,111,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T U-Verse Cable : Cable Service,1103.1,0,0,0,977.7,0,0,0,125.4,0,0,0
"WEEK OF NOV 24, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,40.5,0,0,0,40.5,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",Patti Lupone Personal Appearance/AT&T & Wells Fargo : Sponsored Event,1.7,0,0,0,1.7,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T : Business,83.5,0,0,0,0,83.5,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T : Business & Consumer Wireless Services,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T : Consumer Wireless Service,14838.8,5364,4010.5,159.8,88,3082.5,0,629.4,0,0,682.4,822.2
"WEEK OF DEC 01, 2014 (B)",AT&T : ISP,40.5,0,0,0,40.5,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T : ISP/Phone/TV,61.1,0,0,0,0,0,0,0,0,0,0,61.1
"WEEK OF DEC 01, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,203.1,0,0,0,11.3,0,0,0,0,0,0,191.8
"WEEK OF DEC 01, 2014 (B)",AT&T : ISP/Phone/Wireless,203.4,0,0,0,0,0,0,0,0,0,0,203.4
"WEEK OF DEC 01, 2014 (B)",AT&T : Residential,141.3,0,0,0,0,0,0,0,69.5,0,71.8,0
"WEEK OF DEC 01, 2014 (B)",AT&T : Telecommunications Equipment,53.8,0,0,0,0,0,0,0,0,0,0,53.8
"WEEK OF DEC 01, 2014 (B)",AT&T Aspire : Online Software Services,34.4,0,0,0,0,0,0,13.2,21.2,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Communications : Corporate Promotion,81.9,0,0,0,0,0,0,0,81.9,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Family Plan : Consumer Wireless Service,51.5,0,0,0,0,51.5,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Inc : Corporate Promotion,412.5,0,70.5,0,341.9,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Inc : Recruitment,9.1,0,0,0,0,0,0,0,3,0,6.1,0
"WEEK OF DEC 01, 2014 (B)",AT&T Intl : Consumer Wireless Service,250.7,0,0,0,0,250.7,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Long Distance : Business & Residential,2.6,0,0,0,0,0,0,0,0,0,0,2.6
"WEEK OF DEC 01, 2014 (B)",AT&T Mobile Security : Network Security Services,505.8,0,0,0,0,0,0,505.8,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Passport : Consumer Wireless Service,256.3,0,0,0,0,256.3,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T Performing Arts Center : Live Event,10.2,0,0,0,0.2,0,0,0,7,0,0,3
"WEEK OF DEC 01, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,56.7,0,0,0,0,0,0,0,28.2,0,0,28.5
"WEEK OF DEC 01, 2014 (B)",AT&T U-Verse : Bundled Products,782.7,0,0,0,782.7,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T U-Verse : ISP,1095,0,0,0,1095,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,205.4,0,0,0,205.4,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,168.6,0,0,0,168.6,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T U-Verse Cable : Cable Service,1144.3,0,0,0,1144.3,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,47.5,0,0,0,47.5,0,0,0,0,0,0,0
"WEEK OF DEC 01, 2014 (B)",Patti Lupone Personal Appearance/AT&T & Wells Fargo : Sponsored Event,9.6,0,0,0,6.7,0,0,0,2.9,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T : Consumer Wireless Service,9459.7,3046.6,3327.4,273.1,103.5,841.7,0,1184.9,0,0,682.4,0
"WEEK OF DEC 08, 2014 (B)",AT&T : ISP,37.1,0,0,0,37.1,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,2.7,0,0,0,2.7,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T : Residential,71.8,0,0,0,0,0,0,0,0,0,71.8,0
"WEEK OF DEC 08, 2014 (B)",AT&T Aspire : Online Software Services,34.4,0,0,0,0,0,0,13.2,21.2,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T Communications : Corporate Promotion,81.9,0,0,0,0,0,0,0,81.9,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T Communications : Recruitment,3.6,0,0,0,0,0,0,0,3.6,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T Inc : Corporate Promotion,271.5,0,27.5,0,244,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T Inc : Recruitment,6.1,0,0,0,0,0,0,0,0,0,6.1,0
"WEEK OF DEC 08, 2014 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T Mobile Security : Network Security Services,644.2,0,0,0,0,0,0,529.6,114.5,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T Next Plan : Consumer Wireless Service,160.3,0,0,0,0,0,0,160.3,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,28.2,0,0,0,0,0,0,0,28.2,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T U-Verse : Bundled Products,774.6,0,0,0,774.6,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T U-Verse : ISP,1034.5,0,0,0,1034.5,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,237,0,0,0,237,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,235,0,0,0,235,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T U-Verse Cable : Cable Service,1000.9,0,0,0,1000.9,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,66,0,0,0,66,0,0,0,0,0,0,0
"WEEK OF DEC 08, 2014 (B)",Patti Lupone Personal Appearance/AT&T & Wells Fargo : Sponsored Event,1.5,0,0,0,1.5,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T : Consumer Wireless Service,9162.7,2100.5,3926.1,145.6,96.2,624.1,0,1587.8,0,0,682.4,0
"WEEK OF DEC 15, 2014 (B)",AT&T : Home Phone Equipment,18.7,0,0,0,0,0,0,0,18.7,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T : ISP,40.7,0,0,0,40.7,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,3.7,0,0,0,3.7,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T : Residential,71.8,0,0,0,0,0,0,0,0,0,71.8,0
"WEEK OF DEC 15, 2014 (B)",AT&T : Vignette,10,0,10,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Aspire : Online Software Services,13.2,0,0,0,0,0,0,13.2,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Communications : Vignette,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Inc : Corporate Promotion,242.1,0,20.7,0,221.4,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Inc : Recruitment,7.4,0,0,0,0,0,0,0,1.3,0,6.1,0
"WEEK OF DEC 15, 2014 (B)",AT&T Mobile Security : Network Security Services,501.3,0,0,0,0,0,0,386.8,114.5,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Mobility Llc : Legal Messages,108.7,0,0,0,0,108.7,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Network Security : Software,285.8,0,0,0,0,0,0,285.8,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Performing Arts Center : Live Event,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,28.2,0,0,0,0,0,0,0,28.2,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T U-Verse : Bundled Products,646.7,0,0,0,646.7,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T U-Verse : ISP,1071.4,0,0,0,1071.4,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,297.2,0,0,0,297.2,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,242.2,0,0,0,242.2,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T U-Verse Cable : Cable Service,183.5,0,0,0,183.5,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,24.2,0,0,0,24.2,0,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Unlimited Calling Plan : Consumer Wireless Service,34.4,0,0,0,0,0,0,0,34.4,0,0,0
"WEEK OF DEC 15, 2014 (B)",AT&T Wireless Home Phone : Consumer Wireless Service,50.6,0,0,0,0,0,0,0,50.6,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T : Consumer Wireless Service,10257.6,2228.9,4683,166.4,136.1,1488.9,0,872,0,0,682.4,0
"WEEK OF DEC 22, 2014 (B)",AT&T : ISP,42.8,0,0,0,42.8,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,5.2,0,0,0,5.2,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T : Residential,71.8,0,0,0,0,0,0,0,0,0,71.8,0
"WEEK OF DEC 22, 2014 (B)",AT&T : Vignette,2.5,0,2,0,0.5,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T Inc : Corporate Promotion,39.8,0,39.8,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T Inc : Recruitment,6.1,0,0,0,0,0,0,0,0,0,6.1,0
"WEEK OF DEC 22, 2014 (B)",AT&T Mobile Security : Network Security Services,722.8,0,0,0,0,78.6,0,529.6,114.5,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T Performing Arts Center : Live Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T Playoff Play List Live : Sponsored Event,30.7,0,0,0,0,0,0,0,30.7,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,25.9,0,0,0,0,0,0,0,25.9,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse : Bundled Products,667.9,0,0,0,667.9,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse : ISP,1172.1,0,0,0,1172.1,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse : ISP/Phone,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,290,0,0,0,290,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,277,0,0,0,277,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse Cable : Cable Service,164.9,0,0,0,164.9,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,24.4,0,0,0,24.4,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T : Consumer Wireless Service,30605,10801,18458,0,87.6,353,0,0,0,21.4,322.3,561.7
"WEEK OF DEC 29, 2014 (B)",AT&T : ISP,61.2,0,0,0,61.2,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T : ISP/Phone/TV,209.4,0,0,0,0,0,0,0,0,0,0,209.4
"WEEK OF DEC 29, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,179.6,0,0,0,6.8,0,0,0,0,0,0,172.8
"WEEK OF DEC 29, 2014 (B)",AT&T : ISP/Phone/Wireless,116.4,0,0,0,0,0,0,0,0,0,0,116.4
"WEEK OF DEC 29, 2014 (B)",AT&T : Residential,47.5,0,0,0,0,0,0,0,0,0,47.5,0
"WEEK OF DEC 29, 2014 (B)",AT&T : Vignette,13.3,0,13.3,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T Communications : Corporate Promotion,17.3,0,0,0,0,0,0,0,0,17.3,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T Inc : Corporate Promotion,40.5,0,39.6,0,0.1,0,0,0,0,0.8,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T Inc : Recruitment,3.6,0,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF DEC 29, 2014 (B)",AT&T Long Distance : Business & Residential,2.6,0,0,0,0,0,0,0,0,0,0,2.6
"WEEK OF DEC 29, 2014 (B)",AT&T Mobile Security : Network Security Services,246.6,0,0,0,0,246.6,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T Passport : Consumer Wireless Service,150,0,0,0,0,150,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T Performing Arts Center : Live Event,14.2,0,0,0,0.6,0,0,0,13.6,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,29.5,0,0,0,0,0,0,0,25.9,0,0,3.6
"WEEK OF DEC 29, 2014 (B)",AT&T U-Verse : Bundled Products,887,0,0,0,887,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T U-Verse : ISP,1735.3,0,0,0,1735.3,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,508.6,0,0,0,508.6,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,487.4,0,0,0,487.4,0,0,0,0,0,0,0
"WEEK OF DEC 29, 2014 (B)",AT&T U-Verse : Various Telecom Services,4.9,0,0,0,0,0,0,0,0,0,4.9,0
"WEEK OF DEC 29, 2014 (B)",AT&T U-Verse Cable : Cable Service,1946,0,0,0,1946,0,0,0,0,0,0,0
